user_id,current_plan_id,current_plan_price,tier,tenure_days,city_tier,segment,engagement_band,total_active_days,total_minutes,total_sessions,total_feature_events,usage_trend,days_last_week,pay_attempts,pay_failures,pay_failure_rate,last_activity_date,days_since_last_activity,touch_count,touch_clicked,touch_redeemed,will_churn_14d,as_of_date
U000557,PLN_STD,499.0,mid,72,1,regular,high,28,431.70000000000005,33,41,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000558,PLN_BASIC,299.0,low,37,2,value,high,28,190.05,14,22,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000559,PLN_PREM,799.0,high,58,2,premium,high,28,395.11,25,34,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000560,PLN_PREM,799.0,high,43,1,regular,high,27,640.99,35,83,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000561,PLN_STD,499.0,mid,122,1,regular,high,28,562.7,37,67,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000562,PLN_STD,499.0,mid,246,2,regular,high,28,392.58,40,42,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000563,PLN_STD,499.0,mid,133,2,value,high,28,220.11,17,28,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000564,PLN_STD,499.0,mid,211,1,regular,high,28,468.03999999999996,28,41,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000565,PLN_BASIC,299.0,low,33,3,value,high,28,162.61,11,19,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,1.0,0.0,1,2026-01-16
U000566,PLN_STD,499.0,mid,197,2,regular,high,28,368.15,24,34,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000567,PLN_PREM,799.0,high,199,3,premium,high,27,0.0,0,0,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000568,PLN_BASIC,299.0,low,194,2,regular,high,28,784.0409310756173,21,43,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000569,PLN_STD,499.0,mid,95,2,premium,high,28,881.87,50,95,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000570,PLN_STD,499.0,mid,113,2,regular,high,27,691.75,33,64,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000571,PLN_STD,499.0,mid,18,3,regular,high,17,377.4,22,40,-0.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000572,PLN_BASIC,299.0,low,152,2,regular,high,28,450.32,28,37,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000573,PLN_STD,499.0,mid,186,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000574,PLN_STD,499.0,mid,244,2,value,high,28,109.00999999999999,13,12,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000575,PLN_BASIC,299.0,low,255,2,value,high,28,174.75,19,24,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000576,PLN_STD,499.0,mid,163,1,regular,high,28,830.72,44,75,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000577,PLN_BASIC,299.0,low,24,2,value,high,24,144.82999999999998,10,13,-1.0,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000578,PLN_STD,499.0,mid,125,2,regular,high,28,549.07,37,63,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000579,PLN_STD,499.0,mid,32,3,regular,high,28,618.46,41,52,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000580,PLN_PREM,799.0,high,231,2,premium,high,28,454.77,26,36,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000581,PLN_BASIC,299.0,low,233,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000582,PLN_PREM,799.0,high,47,3,premium,high,28,803.75,42,66,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000583,PLN_BASIC,299.0,low,230,2,value,high,28,268.72,19,26,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,1.0,0.0,0,2026-01-16
U000584,PLN_BASIC,299.0,low,243,1,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000585,PLN_BASIC,299.0,low,155,1,regular,high,28,508.93,35,55,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000586,PLN_BASIC,299.0,low,24,1,value,high,24,204.7,20,24,-1.0,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000587,PLN_BASIC,299.0,low,83,1,value,high,28,208.87,13,17,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000588,PLN_BASIC,299.0,low,232,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000589,PLN_STD,499.0,mid,46,3,regular,high,28,133.75,8,15,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,1,2026-01-16
U000590,PLN_PREM,799.0,high,45,2,regular,high,28,333.96000000000004,23,36,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000591,PLN_BASIC,299.0,low,56,1,value,high,28,232.93,14,20,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000592,PLN_BASIC,299.0,low,30,2,value,high,28,96.55,7,10,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000593,PLN_BASIC,299.0,low,196,1,regular,high,27,582.46,49,58,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000594,PLN_BASIC,299.0,low,11,3,value,high,11,63.05,6,12,5.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000595,PLN_STD,499.0,mid,176,1,regular,high,28,517.59,32,49,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000596,PLN_PREM,799.0,high,55,2,premium,high,28,881.64,45,88,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000597,PLN_PREM,799.0,high,111,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000598,PLN_PREM,799.0,high,61,2,premium,high,28,1055.21,67,106,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000599,PLN_STD,499.0,mid,99,2,regular,high,28,248.0,15,31,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000600,PLN_BASIC,299.0,low,95,3,regular,high,28,506.22,28,49,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000601,PLN_STD,499.0,mid,102,1,value,high,28,327.81,23,36,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000602,PLN_STD,499.0,mid,61,3,value,high,28,196.04,14,19,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000603,PLN_BASIC,299.0,low,71,2,regular,high,28,484.85,20,46,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000604,PLN_BASIC,299.0,low,223,3,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000605,PLN_PREM,799.0,high,49,3,premium,high,27,869.8,43,85,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000606,PLN_STD,499.0,mid,122,3,regular,high,26,447.02,32,46,0.5,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000607,PLN_PREM,799.0,high,175,1,premium,high,28,637.32,36,59,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000608,PLN_BASIC,299.0,low,127,2,value,high,28,291.51,23,35,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000609,PLN_STD,499.0,mid,14,2,regular,high,13,198.9,17,18,2.0,5.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000610,PLN_STD,499.0,mid,41,2,regular,high,28,596.38,26,59,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000611,PLN_BASIC,299.0,low,47,2,value,high,28,170.14,16,16,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000612,PLN_STD,499.0,mid,140,3,regular,high,28,84.53,7,11,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000613,PLN_BASIC,299.0,low,60,3,regular,high,28,16.08,1,1,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,1,2026-01-16
U000614,PLN_PREM,799.0,high,160,2,premium,high,26,688.72,39,81,-1.166666666666667,4.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000615,PLN_STD,499.0,mid,84,2,regular,high,28,118.18,8,13,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000616,PLN_STD,499.0,mid,96,3,value,high,27,234.91,19,29,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000617,PLN_STD,499.0,mid,194,3,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000618,PLN_BASIC,299.0,low,190,1,regular,high,27,556.64,38,63,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000619,PLN_BASIC,299.0,low,241,2,value,high,28,181.17,20,18,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000620,PLN_STD,499.0,mid,221,3,regular,high,27,364.62,28,32,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000621,PLN_BASIC,299.0,low,148,2,value,high,27,263.62,20,30,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000622,PLN_BASIC,299.0,low,137,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000623,PLN_STD,499.0,mid,215,3,regular,high,28,661.66,38,67,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000624,PLN_STD,499.0,mid,152,3,value,high,27,221.43,15,25,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000625,PLN_STD,499.0,mid,105,3,regular,high,28,297.82,10,35,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000626,PLN_BASIC,299.0,low,198,3,value,high,27,340.56,20,30,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000627,PLN_PREM,799.0,high,172,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000628,PLN_BASIC,299.0,low,164,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000629,PLN_STD,499.0,mid,130,2,premium,high,28,902.68,69,93,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000630,PLN_STD,499.0,mid,165,2,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000631,PLN_BASIC,299.0,low,72,2,regular,high,28,470.01,31,42,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000632,PLN_BASIC,299.0,low,174,2,value,high,28,256.86,16,31,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,1,2026-01-16
U000633,PLN_STD,499.0,mid,148,2,value,high,27,0.0,0,0,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000634,PLN_BASIC,299.0,low,161,2,regular,high,27,0.0,0,0,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000635,PLN_BASIC,299.0,low,211,2,regular,high,28,517.68,36,54,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000636,PLN_STD,499.0,mid,84,2,premium,high,27,636.22,34,64,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000637,PLN_BASIC,299.0,low,197,1,value,high,27,178.72,17,17,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000638,PLN_STD,499.0,mid,182,1,value,high,28,345.41,31,38,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000639,PLN_STD,499.0,mid,58,3,regular,high,28,958.7285438080444,33,41,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000640,PLN_STD,499.0,mid,18,2,regular,high,18,370.7,27,44,-1.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000641,PLN_STD,499.0,mid,88,1,value,high,27,171.57,14,22,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000642,PLN_PREM,799.0,high,26,3,regular,high,26,377.37,25,48,0.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000643,PLN_STD,499.0,mid,42,2,regular,high,26,302.01,30,25,-0.33333333333333304,5.0,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000644,PLN_STD,499.0,mid,136,1,regular,high,26,560.24,42,59,-1.166666666666667,4.5,0.0,0.0,0.0,2026-01-14,2,0.0,0.0,0.0,0,2026-01-16
U000645,PLN_BASIC,299.0,low,63,2,value,high,28,165.77,20,20,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000646,PLN_STD,499.0,mid,174,1,regular,high,28,419.71000000000004,23,40,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000647,PLN_BASIC,299.0,low,141,2,value,high,27,227.68,14,28,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000648,PLN_STD,499.0,mid,122,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000649,PLN_BASIC,299.0,low,15,1,value,high,15,161.74,16,26,1.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000650,PLN_STD,499.0,mid,44,1,regular,high,27,445.3,29,49,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000651,PLN_BASIC,299.0,low,134,2,regular,high,27,481.85,22,52,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000652,PLN_BASIC,299.0,low,93,1,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,1,2026-01-16
U000653,PLN_STD,499.0,mid,206,3,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000654,PLN_STD,499.0,mid,55,1,value,high,28,354.59000000000003,19,30,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000655,PLN_BASIC,299.0,low,118,2,regular,high,27,472.11,33,42,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000656,PLN_BASIC,299.0,low,123,2,regular,high,28,641.6,34,49,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000657,PLN_PREM,799.0,high,64,2,premium,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000658,PLN_BASIC,299.0,low,98,1,value,high,28,212.64000000000001,20,23,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000659,PLN_STD,499.0,mid,238,3,premium,high,28,592.03,34,57,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000660,PLN_BASIC,299.0,low,184,3,value,high,27,155.54,11,17,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000661,PLN_BASIC,299.0,low,212,1,value,high,28,240.43,28,26,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000662,PLN_BASIC,299.0,low,72,1,value,high,27,126.62,10,11,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000663,PLN_BASIC,299.0,low,248,3,regular,high,28,615.8100000000001,42,59,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000664,PLN_STD,499.0,mid,206,2,value,high,28,179.57,14,15,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,0,2026-01-16
U000665,PLN_BASIC,299.0,low,107,1,value,high,28,267.73,27,30,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000666,PLN_BASIC,299.0,low,82,1,regular,high,27,542.13,39,63,-0.666666666666667,5.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000667,PLN_BASIC,299.0,low,130,2,regular,high,27,361.25,27,43,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000668,PLN_BASIC,299.0,low,40,2,value,high,27,401.87,23,36,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000669,PLN_BASIC,299.0,low,26,2,value,high,26,133.22,12,15,0.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000670,PLN_STD,499.0,mid,223,3,regular,high,28,542.92,37,47,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000671,PLN_BASIC,299.0,low,17,2,value,high,17,69.61,5,6,-0.5,5.5,1.0,1.0,1.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000672,PLN_BASIC,299.0,low,102,2,value,high,28,97.8,7,7,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000673,PLN_STD,499.0,mid,97,2,regular,high,27,733.64,48,82,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000674,PLN_STD,499.0,mid,233,2,value,high,28,207.36,12,23,-0.16666666666666696,5.5,2.0,1.0,0.5,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000675,PLN_STD,499.0,mid,100,1,regular,high,28,383.39,23,34,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000676,PLN_BASIC,299.0,low,74,1,value,high,28,31.15,3,4,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000677,PLN_BASIC,299.0,low,111,2,value,high,27,278.0,19,21,0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000678,PLN_BASIC,299.0,low,235,2,value,high,28,41.82,2,1,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,2.0,0.0,0.0,1,2026-01-16
U000679,PLN_STD,499.0,mid,125,1,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000680,PLN_STD,499.0,mid,22,2,value,high,22,257.79,18,26,0.0,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000681,PLN_BASIC,299.0,low,75,2,value,high,28,12.01,2,2,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000682,PLN_STD,499.0,mid,222,2,premium,high,27,548.98,37,68,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000683,PLN_STD,499.0,mid,16,3,regular,high,15,245.5,15,25,1.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000684,PLN_BASIC,299.0,low,16,3,value,high,16,149.23000000000002,13,10,0.5,5.5,1.0,1.0,1.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000685,PLN_STD,499.0,mid,214,2,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000686,PLN_BASIC,299.0,low,55,1,regular,high,27,370.36,20,39,-0.666666666666667,5.0,1.0,1.0,1.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000687,PLN_STD,499.0,mid,154,2,regular,high,28,428.17,26,43,-0.16666666666666696,5.5,1.0,1.0,1.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000688,PLN_BASIC,299.0,low,107,2,value,high,28,276.03,21,35,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000689,PLN_BASIC,299.0,low,145,1,value,high,27,97.21,8,11,0.16666666666666696,5.5,2.0,1.0,0.5,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000690,PLN_STD,499.0,mid,60,1,value,high,28,161.60999999999999,10,20,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,1,2026-01-16
U000691,PLN_BASIC,299.0,low,6,1,value,high,6,78.37,6,12,3.0,3.0,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000692,PLN_STD,499.0,mid,57,2,value,high,28,197.57,16,23,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000693,PLN_STD,499.0,mid,23,2,premium,high,23,539.65,31,47,-0.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000694,PLN_PREM,799.0,high,19,1,premium,high,19,523.7,26,40,1.5,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000695,PLN_BASIC,299.0,low,234,3,value,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000696,PLN_PREM,799.0,high,193,3,regular,high,27,328.40999999999997,20,34,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-14,2,0.0,0.0,0.0,1,2026-01-16
U000697,PLN_PREM,799.0,high,75,1,regular,high,28,502.22,45,51,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,1.0,0.0,0.0,0,2026-01-16
U000698,PLN_STD,499.0,mid,108,3,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000699,PLN_BASIC,299.0,low,244,1,regular,high,27,510.73,26,49,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000700,PLN_BASIC,299.0,low,233,3,value,high,28,217.85,15,21,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000701,PLN_PREM,799.0,high,126,3,regular,high,28,512.58,24,55,-0.16666666666666696,5.5,1.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000702,PLN_STD,499.0,mid,102,1,premium,high,27,1303.9108804039029,45,69,0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,0,2026-01-16
U000703,PLN_BASIC,299.0,low,214,3,regular,high,27,464.19,35,40,-0.666666666666667,5.0,0.0,0.0,0.0,2026-01-15,1,1.0,1.0,0.0,0,2026-01-16
U000704,PLN_STD,499.0,mid,214,3,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
U000705,PLN_STD,499.0,mid,224,3,regular,high,28,0.0,0,0,-0.16666666666666696,5.5,0.0,0.0,0.0,2026-01-15,1,0.0,0.0,0.0,1,2026-01-16
