user_id,signup_date,city_tier,segment,preferred_device,acquisition_channel,tenure_days,current_plan_id,plan_name,tier,current_plan_price,lifetime_paid_months,last_active_date,engagement_band,avg_active_days,avg_minutes_week,sub_status,sub_end,is_churned
U000501,2025-06-02,2,value,web,organic,228,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-11-06,1
U000502,2025-10-15,1,value,web,search,93,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,66.8625,cancelled,2026-01-18,1
U000503,2026-01-01,3,value,mobile,paid_social,15,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,7.5,176.193098853965,cancelled,2026-01-30,1
U000504,2025-12-08,3,regular,mobile,paid_social,39,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,46.0025,cancelled,2026-01-12,1
U000505,2025-07-12,2,regular,web,referral,188,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,179.85,active,2026-01-30,0
U000506,2025-08-26,2,value,web,organic,143,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,58.7925,active,2026-01-30,0
U000507,2025-09-15,1,value,mobile,search,123,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,86.8875,active,2026-01-30,0
U000508,2025-07-06,3,regular,mobile,email,194,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,207.715,active,2026-01-30,0
U000509,2025-07-11,3,premium,web,search,189,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,390.6875,active,2026-01-30,0
U000510,2025-07-03,3,value,web,search,197,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-09-07,1
U000511,2026-01-09,2,premium,web,email,7,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,5.5,190.57999999999998,active,2026-01-30,0
U000512,2025-11-08,1,premium,mobile,organic,69,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,219.5375,active,2026-01-30,0
U000513,2025-12-02,1,value,mobile,paid_social,45,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,78.1575,active,2026-01-30,0
U000514,2025-11-25,1,regular,mobile,referral,52,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,163.745,active,2026-01-30,0
U000515,2025-12-31,1,regular,web,organic,16,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,7.75,99.965,active,2026-01-30,0
U000516,2025-05-31,1,regular,mobile,paid_social,230,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,151.9325,active,2026-01-30,0
U000517,2025-12-12,3,regular,mobile,search,35,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,10.212499999999999,cancelled,2026-01-13,1
U000518,2025-05-21,1,regular,web,referral,240,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,156.2925,active,2026-01-30,0
U000519,2025-09-01,1,regular,mobile,email,137,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,210.2,active,2026-01-30,0
U000520,2025-10-01,3,regular,web,referral,107,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,192.425,active,2026-01-30,0
U000521,2025-08-02,2,premium,web,organic,167,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,259.0925,active,2026-01-30,0
U000522,2025-06-10,3,regular,mobile,paid_social,220,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,187.4525,active,2026-01-30,0
U000523,2025-06-22,2,regular,web,email,208,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,196.94,active,2026-01-30,0
U000524,2025-11-27,3,premium,mobile,paid_social,50,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.25,16.400000000000002,expired,2025-12-31,1
U000525,2025-07-23,2,value,web,paid_social,177,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-09-22,1
U000526,2025-07-21,2,value,web,organic,179,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,93.06,active,2026-01-30,0
U000527,2025-12-22,2,regular,web,referral,25,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.0,138.14000000000001,cancelled,2026-01-27,1
U000528,2025-06-10,2,premium,web,organic,220,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,249.56,active,2026-01-30,0
U000529,2025-12-20,2,value,web,organic,27,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,39.18,expired,2026-01-21,1
U000530,2025-12-22,2,regular,mobile,email,25,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.0,155.8475,active,2026-01-30,0
U000531,2025-10-02,1,value,web,email,106,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,52.1075,active,2026-01-30,0
U000532,2025-06-15,3,value,web,email,215,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,91.08,active,2026-01-30,0
U000533,2025-06-13,2,regular,mobile,search,217,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-10-12,1
U000534,2025-07-15,1,value,web,organic,185,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,94.05499999999999,active,2026-01-30,0
U000535,2025-09-26,1,premium,mobile,search,112,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,330.11,active,2026-01-30,0
U000536,2025-06-12,3,value,web,organic,218,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,93.5025,active,2026-01-30,0
U000537,2025-08-27,2,premium,web,referral,142,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,342.105,active,2026-01-30,0
U000538,2025-06-02,2,value,mobile,search,228,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,75.1,active,2026-01-30,0
U000539,2025-09-17,3,premium,mobile,search,121,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,283.0575,active,2026-01-30,0
U000540,2025-05-10,1,regular,mobile,organic,251,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,211.31,active,2026-01-30,0
U000541,2025-10-29,3,value,web,search,79,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,130.365,active,2026-01-30,0
U000542,2025-05-18,2,value,web,referral,243,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,51.8,active,2026-01-30,0
U000543,2025-06-22,1,value,mobile,paid_social,208,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,67.7925,active,2026-01-30,0
U000544,2025-06-17,2,regular,mobile,organic,213,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,144.0375,active,2026-01-30,0
U000545,2025-11-29,3,regular,mobile,organic,48,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,227.3125,active,2026-01-30,0
U000546,2025-05-18,2,regular,mobile,search,243,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,208.535,active,2026-01-30,0
U000547,2025-08-20,2,regular,mobile,organic,149,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,176.025,active,2026-01-30,0
U000548,2025-09-30,2,regular,web,email,108,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,220.55,active,2026-01-30,0
U000549,2025-09-11,2,regular,mobile,paid_social,127,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,0.0,expired,2025-10-16,1
U000550,2025-10-22,2,regular,web,organic,86,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,303.2725,active,2026-01-30,0
U000551,2025-11-22,2,regular,web,referral,55,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,163.235,active,2026-01-30,0
U000552,2025-08-11,2,regular,mobile,search,158,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,145.8125,active,2026-01-30,0
U000553,2025-11-28,1,premium,web,organic,49,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,281.61,active,2026-01-30,0
U000554,2025-07-23,2,value,web,search,177,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-10-26,1
U000555,2026-01-07,2,value,mobile,organic,9,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,6.0,50.2025,active,2026-01-30,0
U000556,2025-09-08,2,value,mobile,search,130,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,65.4275,active,2026-01-30,0
U000557,2025-11-05,1,regular,web,referral,72,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,165.54500000000002,active,2026-01-30,0
U000558,2025-12-10,2,value,mobile,email,37,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,47.5125,expired,2026-01-15,1
U000559,2025-11-19,2,premium,web,search,58,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,113.3675,cancelled,2026-01-22,1
U000560,2025-12-04,1,regular,mobile,paid_social,43,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,219.4825,active,2026-01-30,0
U000561,2025-09-16,1,regular,web,organic,122,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,210.8875,active,2026-01-30,0
U000562,2025-05-15,2,regular,web,search,246,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,229.3025,active,2026-01-30,0
U000563,2025-09-05,2,value,web,organic,133,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,125.62114406018938,active,2026-01-30,0
U000564,2025-06-19,1,regular,web,search,211,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,186.57,active,2026-01-30,0
U000565,2025-12-14,3,value,web,organic,33,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,44.0825,cancelled,2026-01-18,1
U000566,2025-07-03,2,regular,web,email,197,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,164.0525,active,2026-01-30,0
U000567,2025-07-01,3,premium,mobile,referral,199,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.25,0.0,cancelled,2025-08-06,1
U000568,2025-07-06,2,regular,web,organic,194,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,376.9956805217172,active,2026-01-30,0
U000569,2025-10-13,2,premium,web,paid_social,95,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,278.3925,active,2026-01-30,0
U000570,2025-09-25,2,regular,mobile,organic,113,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,237.9675,active,2026-01-30,0
U000571,2025-12-29,3,regular,unknown,paid_social,18,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,8.0,109.675,cancelled,2026-01-29,1
U000572,2025-08-17,2,regular,mobile,organic,152,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,170.7575,active,2026-01-30,0
U000573,2025-07-14,2,regular,web,organic,186,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,0.0,cancelled,2025-09-15,1
U000574,2025-05-17,2,value,web,paid_social,244,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,64.5425,active,2026-01-30,0
U000575,2025-05-06,2,value,mobile,search,255,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,82.2025,active,2026-01-30,0
U000576,2025-08-06,1,regular,mobile,search,163,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,310.1375,active,2026-01-30,0
U000577,2025-12-23,2,value,web,search,24,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,9.5,62.355,active,2026-01-30,0
U000578,2025-09-13,2,regular,mobile,organic,125,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,243.86,active,2026-01-30,0
U000579,2025-12-15,3,regular,mobile,organic,32,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,219.4925,active,2026-01-30,0
U000580,2025-05-30,2,premium,mobile,paid_social,231,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,203.435,active,2026-01-30,0
U000581,2025-05-28,2,value,web,paid_social,233,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-31,1
U000582,2025-11-30,3,premium,mobile,organic,47,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,321.0125,active,2026-01-30,0
U000583,2025-05-31,2,value,web,search,230,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,84.775,active,2026-01-30,0
U000584,2025-05-18,1,regular,mobile,paid_social,243,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-06-21,1
U000585,2025-08-14,1,regular,web,paid_social,155,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,171.385,active,2026-01-30,0
U000586,2025-12-23,1,value,web,referral,24,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,9.5,59.8825,cancelled,2026-01-24,1
U000587,2025-10-25,1,value,web,search,83,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,90.455,active,2026-01-30,0
U000588,2025-05-29,2,value,mobile,search,232,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,expired,2025-11-30,1
U000589,2025-12-01,3,regular,mobile,search,46,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,33.4375,expired,2026-01-07,1
U000590,2025-12-02,2,regular,mobile,organic,45,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,191.305,active,2026-01-30,0
U000591,2025-11-21,1,value,mobile,organic,56,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,69.0125,active,2026-01-30,0
U000592,2025-12-17,2,value,mobile,organic,30,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,44.455,active,2026-01-30,0
U000593,2025-07-04,1,regular,mobile,referral,196,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,210.60999999999999,active,2026-01-30,0
U000594,2026-01-05,3,value,web,organic,11,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,6.5,30.0325,cancelled,2026-01-30,1
U000595,2025-07-24,1,regular,mobile,paid_social,176,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,197.1175,active,2026-01-30,0
U000596,2025-11-22,2,premium,unknown,search,55,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,344.5775,active,2026-01-30,0
U000597,2025-09-27,2,regular,web,search,111,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,0.0,expired,2025-12-03,1
U000598,2025-11-16,2,premium,web,referral,61,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,404.0125,active,2026-01-30,0
U000599,2025-10-09,2,regular,web,paid_social,99,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,62.0,cancelled,2026-01-07,1
U000600,2025-10-13,3,regular,mobile,organic,95,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,178.505,active,2026-01-30,0
U000601,2025-10-06,1,value,mobile,paid_social,102,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,115.495,active,2026-01-30,0
U000602,2025-11-16,3,value,web,search,61,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,89.78,active,2026-01-30,0
U000603,2025-11-06,2,regular,mobile,search,71,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,205.57500000000002,active,2026-01-30,0
U000604,2025-06-07,3,value,web,paid_social,223,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-05,1
U000605,2025-11-28,3,premium,web,paid_social,49,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.5,308.7025,active,2026-01-30,0
U000606,2025-09-16,3,regular,web,organic,122,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,152.6925,active,2026-01-30,0
U000607,2025-07-25,1,premium,web,email,175,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,302.4375,active,2026-01-30,0
U000608,2025-09-11,2,value,web,paid_social,127,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,124.345,active,2026-01-30,0
U000609,2026-01-02,2,regular,web,paid_social,14,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,7.0,79.16250000000001,cancelled,2026-01-30,1
U000610,2025-12-06,2,regular,web,organic,41,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,218.1475,active,2026-01-30,0
U000611,2025-11-30,2,value,web,organic,47,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,96.65,active,2026-01-30,0
U000612,2025-08-29,3,regular,mobile,search,140,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,21.1325,cancelled,2026-01-02,1
U000613,2025-11-17,3,regular,web,paid_social,60,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,4.02,expired,2025-12-24,1
U000614,2025-08-09,2,premium,web,search,160,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.25,258.4025,active,2026-01-30,0
U000615,2025-10-24,2,regular,web,paid_social,84,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,29.545,cancelled,2025-12-30,1
U000616,2025-10-12,3,value,web,organic,96,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,58.7275,cancelled,2026-01-16,1
U000617,2025-07-06,3,regular,web,paid_social,194,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,expired,2025-11-08,1
U000618,2025-07-10,1,regular,web,referral,190,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,243.385,active,2026-01-30,0
U000619,2025-05-20,2,value,mobile,paid_social,241,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,45.2925,cancelled,2026-01-19,1
U000620,2025-06-09,3,regular,mobile,paid_social,221,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,156.545,active,2026-01-30,0
U000621,2025-08-21,2,value,mobile,referral,148,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,100.6475,active,2026-01-30,0
U000622,2025-09-01,2,value,mobile,organic,137,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-01,1
U000623,2025-06-15,3,regular,web,paid_social,215,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,214.105,active,2026-01-30,0
U000624,2025-08-17,3,value,web,email,152,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,82.5825,active,2026-01-30,0
U000625,2025-10-03,3,regular,web,search,105,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,166.18,active,2026-01-30,0
U000626,2025-07-02,3,value,web,organic,198,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,125.4025,active,2026-01-30,0
U000627,2025-07-28,2,regular,web,email,172,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-09-01,1
U000628,2025-08-05,2,value,web,organic,164,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-09-10,1
U000629,2025-09-08,2,premium,mobile,organic,130,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,353.485,active,2026-01-30,0
U000630,2025-08-04,2,value,web,organic,165,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-06,1
U000631,2025-11-05,2,regular,web,search,72,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,175.5,active,2026-01-30,0
U000632,2025-07-26,2,value,mobile,search,174,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,77.95,cancelled,2026-01-22,1
U000633,2025-08-21,2,value,web,search,148,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-09-20,1
U000634,2025-08-08,2,regular,mobile,email,161,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,0.0,expired,2025-12-08,1
U000635,2025-06-19,2,regular,mobile,search,211,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,153.04999999999998,active,2026-01-30,0
U000636,2025-10-24,2,premium,mobile,search,84,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,268.9675,active,2026-01-30,0
U000637,2025-07-03,1,value,web,referral,197,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,68.495,active,2026-01-30,0
U000638,2025-07-18,1,value,web,referral,182,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,126.555,active,2026-01-30,0
U000639,2025-11-19,3,regular,mobile,organic,58,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,256.8246359520111,cancelled,2026-01-18,1
U000640,2025-12-29,2,regular,mobile,organic,18,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,8.25,154.14499999999998,active,2026-01-30,0
U000641,2025-10-20,1,value,mobile,paid_social,88,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,67.19500000000001,active,2026-01-30,0
U000642,2025-12-21,3,regular,web,referral,26,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.25,157.0675,active,2026-01-30,0
U000643,2025-12-05,2,regular,web,search,42,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,109.0225,active,2026-01-30,0
U000644,2025-09-02,1,regular,web,organic,136,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.25,208.54749999999999,active,2026-01-30,0
U000645,2025-11-14,2,value,web,paid_social,63,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,69.3825,active,2026-01-30,0
U000646,2025-07-26,1,regular,web,paid_social,174,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,170.7475,active,2026-01-30,0
U000647,2025-08-28,2,value,mobile,search,141,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,68.275,cancelled,2026-01-29,1
U000648,2025-09-16,2,regular,web,referral,122,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,expired,2025-12-21,1
U000649,2026-01-01,1,value,mobile,referral,15,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,7.5,84.2175,active,2026-01-30,0
U000650,2025-12-03,1,regular,mobile,paid_social,44,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,152.755,active,2026-01-30,0
U000651,2025-09-04,2,regular,web,paid_social,134,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,178.42000000000002,active,2026-01-30,0
U000652,2025-10-15,1,regular,web,paid_social,93,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-14,1
U000653,2025-06-24,3,value,mobile,search,206,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,expired,2025-08-23,1
U000654,2025-11-22,1,value,web,search,55,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,145.3775,active,2026-01-30,0
U000655,2025-09-20,2,regular,web,paid_social,118,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,235.195,active,2026-01-30,0
U000656,2025-09-15,2,regular,mobile,paid_social,123,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,185.0325,active,2026-01-30,0
U000657,2025-11-13,2,premium,mobile,search,64,PLN_PREM,Premium,high,799.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-12-16,1
U000658,2025-10-10,1,value,mobile,organic,98,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,73.7175,active,2026-01-30,0
U000659,2025-05-23,3,premium,mobile,paid_social,238,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,210.71,active,2026-01-30,0
U000660,2025-07-16,3,value,web,paid_social,184,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,72.4825,active,2026-01-30,0
U000661,2025-06-18,1,value,mobile,search,212,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,76.075,active,2026-01-30,0
U000662,2025-11-05,1,value,mobile,search,72,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,31.655,cancelled,2026-01-11,1
U000663,2025-05-13,3,regular,mobile,organic,248,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,216.0675,active,2026-01-30,0
U000664,2025-06-24,2,value,mobile,email,206,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,69.125,active,2026-01-30,0
U000665,2025-10-01,1,value,mobile,referral,107,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,120.69749999999999,active,2026-01-30,0
U000666,2025-10-26,1,regular,mobile,search,82,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,238.85,active,2026-01-30,0
U000667,2025-09-08,2,regular,web,search,130,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,153.3625,active,2026-01-30,0
U000668,2025-12-07,2,value,mobile,paid_social,40,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,120.4425,active,2026-01-30,0
U000669,2025-12-21,2,value,web,search,26,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.25,49.582499999999996,active,2026-01-30,0
U000670,2025-06-07,3,regular,mobile,email,223,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,200.9075,active,2026-01-30,0
U000671,2025-12-30,2,value,mobile,organic,17,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,8.0,28.28,cancelled,2026-01-30,1
U000672,2025-10-06,2,value,mobile,organic,102,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,50.3975,active,2026-01-30,0
U000673,2025-10-11,2,regular,unknown,search,97,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,228.2525,active,2026-01-30,0
U000674,2025-05-28,2,value,web,organic,233,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,94.105,active,2026-01-30,0
U000675,2025-10-08,1,regular,web,paid_social,100,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,162.335,active,2026-01-30,0
U000676,2025-11-03,1,value,web,referral,74,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,7.7875,cancelled,2026-01-03,1
U000677,2025-09-27,2,value,web,organic,111,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,97.1225,active,2026-01-30,0
U000678,2025-05-26,2,value,mobile,search,235,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,10.455,cancelled,2025-12-22,1
U000679,2025-09-13,1,value,web,paid_social,125,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,0.0,cancelled,2025-10-17,1
U000680,2025-12-25,2,value,mobile,referral,22,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,9.25,81.375,active,2026-01-30,0
U000681,2025-11-02,2,value,web,search,75,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,3.0025,cancelled,2026-01-01,1
U000682,2025-06-08,2,premium,mobile,organic,222,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,299.1325,active,2026-01-30,0
U000683,2025-12-31,3,regular,mobile,paid_social,16,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,7.5,165.1625,active,2026-01-30,0
U000684,2025-12-31,3,value,mobile,search,16,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,7.75,59.870000000000005,expired,2026-01-30,1
U000685,2025-06-16,2,regular,mobile,paid_social,214,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.5,0.0,cancelled,2025-07-17,1
U000686,2025-11-22,1,regular,mobile,search,55,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.5,97.2475,expired,2026-01-21,1
U000687,2025-08-15,2,regular,mobile,organic,154,PLN_STD,Standard,mid,499.0,1,2026-01-30,high,10.75,187.265,active,2026-01-30,0
U000688,2025-10-01,2,value,mobile,paid_social,107,PLN_BASIC,Basic,low,299.0,1,2026-01-30,high,10.75,92.3025,active,2026-01-30,0
